NCT_ID;Asset_Name;Antibody_Format;Antibody_Name;Target_Antigen;Radioisotope;Chelator;Linker_Technology;Category;Asset_Owner;Is_RIT;Asset_Name_Conf;Antibody_Format_Conf;Antibody_Name_Conf;Target_Antigen_Conf;Radioisotope_Conf;Chelator_Conf;Linker_Technology_Conf;Category_Conf;Asset_Owner_Conf;Notes;Extraction_Method;Sources;Phase;Lead_Sponsor;Sponsor_Class;Status;Start_Date;First_Posted;Enrollment;Countries;Conditions;EudraCT_Number;CTIS_Number;Secondary_IDs;Source_Registry;Registry_URL;Target_Antigen_Norm;Antibody_Name_Norm;Radioisotope_Norm;Chelator_Norm;Antibody_Format_Norm;Asset_Owner_Norm;Linker_Technology_Norm;Phase_Norm;Sponsor_Type;Start_Year;Target_Family;Format_Family;Isotope_Family;Chelator_Family
NCT00024232;huJ591;Full-length IgG;huJ591;PSMA;In-111;DFO;Direct conjugation;Diagnostic;Memorial Sloan Kettering Cancer Center;Diagnostic;HIGH;MEDIUM;HIGH;HIGH;HIGH;;;HIGH;HIGH;This is a biodistribution and dosimetry study using In-111 labeled huJ591 antibody. The trial uses both unlabeled and In-111 labeled antibody to study biodistribution patterns and delivery sequences. This is primarily a diagnostic/imaging study to characterize antibody distribution, not a therapeutic RIT trial. J591 is a humanized monoclonal antibody targeting PSMA (prostate-specific membrane antigen), developed at Memorial Sloan Kettering/Weill Cornell. In-111 is a diagnostic isotope used for SPECT imaging. No therapeutic radioisotope is mentioned. This appears to be preparatory work for potential therapeutic RIT trials. The chelator is not specified but is likely DTPA or DOTA for In-111 labeling. | WEB ENRICHMENT: Chelator identified as DFO from PMID:26175541 which describes 89Zr-DFO-huJ591 in a clinical trial context. Although the trial uses In-111, the same huJ591 antibody platform developed at Memorial Sloan Kettering typically uses DFO chelation for radiometal conjugation, as confirmed by multiple articles describing huJ591 conjugation chemistry. Linker technology inferred as direct conjugation based on standard DFO-antibody conjugation methods described in PMID:39092114 where DFO is directly attached to huJ591 via isothiocyanate chemistry.;llm_extracted;PMID:26175541|PMID:39092114;PHASE2;Memorial Sloan Kettering Cancer Center;OTHER;COMPLETED;2001-06;2003-01-27;;United States;Prostate Cancer;;;REGISTRY:CDR0000068903 | UNKNOWN:NCI-G01-2013;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT00024232;PSMA;J591;In-111;DFO;Full-length IgG;Memorial Sloan Kettering Cancer Center;Direct conjugation;Phase 2;Academic/Hospital;2001.0;Tissue-restricted tumor antigen;Full-length IgG;SPECT;Siderophore chelator
NCT01543659;89Zr-DFO-huJ591;Full-length IgG;huJ591;PSMA;Zr-89;DFO;Direct conjugation;Diagnostic;Memorial Sloan Kettering Cancer Center;Diagnostic;HIGH;MEDIUM;HIGH;HIGH;HIGH;HIGH;MEDIUM;HIGH;MEDIUM;This is a diagnostic immunoPET imaging study using Zr-89 labeled J591 antibody for prostate cancer detection. huJ591 is a humanized anti-PSMA monoclonal antibody. Zr-89 is a positron-emitting radioisotope used for PET imaging, not therapy. The study aims to evaluate biodistribution and imaging performance compared to standard FDG-PET. J591 was originally developed at Cornell (collaborator) and further developed at MSKCC. DFO (desferrioxamine) is the standard chelator for Zr-89. This is part of the same J591 program as the Lu-177 therapeutic version but uses a diagnostic isotope for imaging.;llm_extracted;;PHASE1, PHASE2;Memorial Sloan Kettering Cancer Center;OTHER;COMPLETED;2012-02-21;2012-03-05;77.0;United States;Prostate Cancer;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT01543659;PSMA;J591;Zr-89;DFO;Full-length IgG;Memorial Sloan Kettering Cancer Center;Direct conjugation;Phase 1/2;Academic/Hospital;2012.0;Tissue-restricted tumor antigen;Full-length IgG;PET;Siderophore chelator
NCT04606316;Zr-89 Crefmirlimab berdoxam;Minibody;Crefmirlimab berdoxam;CD8;Zr-89;DFO;Direct conjugation;Diagnostic;ImaginAb, Inc.;Diagnostic;HIGH;MEDIUM;HIGH;MEDIUM;HIGH;MEDIUM;LOW;HIGH;;"This is primarily an immunotherapy trial testing nivolumab and ipilimumab (checkpoint inhibitors) in glioblastoma. The Zr-89 Crefmirlimab berdoxam is an optional sub-study component used for PET imaging only, not therapeutic. Crefmirlimab berdoxam is an anti-PD-L1 antibody. Zr-89 is a diagnostic radioisotope commonly chelated with DFO (desferrioxamine). The radiolabeled antibody is used to visualize PD-L1 expression via immunoPET imaging to potentially predict response to checkpoint inhibitor therapy. This is diagnostic imaging, not radioimmunotherapy. Asset owner unclear - could be Bristol-Myers Squibb (trial collaborator) or another entity developing the imaging agent. | WEB ENRICHMENT: No PubMed articles were provided for this trial. Unable to extract Asset_Owner or validate existing fields. | WEB SEARCH ENRICHMENT: Crefmirlimab berdoxam is ImaginAb CD8-targeting minibody (IAB22M2C + DFO). Asset_Owner = ImaginAb confirmed. Also correcting extraction errors: Target_Antigen PD-L1 -> CD8 (drug targets CD8 T cells, not PD-L1); Antibody_Format Full-length IgG -> Minibody.";llm_extracted;https://imaginab.com/news-events/news/the-scientific-and-clinical-potential-of-89zr-crefmirlimab-berdoxam-cd8-immunopet-to-visualize-and-quantify-tumor-infiltrating-cd8-t-cells/|https://go.drugbank.com/drugs/DB19157;PHASE1;Patrick Wen, MD;OTHER;ACTIVE_NOT_RECRUITING;2021-02-01;2020-10-28;63.0;United States;Glioblastoma, GBM, Glioblastoma Multiforme, Grade IV Astrocytoma;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT04606316;CD8;crefmirlimab;Zr-89;DFO;Minibody;ImaginAb;Direct conjugation;Phase 1;Academic/Hospital;2021.0;Immune cell imaging marker;Small Ab-derived scaffold;PET;Siderophore chelator
NCT03853187;Zr-89-durvalumab;Full-length IgG;durvalumab;PD-L1;Zr-89;DFO;Direct conjugation;Diagnostic;AstraZeneca;Diagnostic;HIGH;HIGH;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;HIGH;"This is an immunoPET imaging study using Zr-89-labeled durvalumab (anti-PD-L1) to visualize tumor accessibility and distribution prior to neo-adjuvant checkpoint inhibitor therapy. Durvalumab is administered therapeutically (unlabeled) at 750mg Q2W. The radiolabeled version is used solely for diagnostic PET imaging. The trial also includes CD8+ T-cell tracking with In-111-oxine (ex vivo labeling) or Zr-89-crefmirlimab (in vivo, anti-CD8 antibody) - these are separate experimental imaging components. Zr-89 is standard for antibody immunoPET; DFO (desferrioxamine) is the typical chelator for Zr-89, though not explicitly stated. This is NOT therapeutic RIT but diagnostic imaging to predict/monitor immunotherapy response.";llm_extracted;;PHASE2;Radboud University Medical Center;OTHER;COMPLETED;2019-09-19;2019-02-25;20.0;Netherlands;Non-small Cell Lung Cancer;2019-000670-37;;REGISTRY:NL68987.091.19 | EUDRACT_NUMBER:2019-000670-37;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT03853187;PD-L1;durvalumab;Zr-89;DFO;Full-length IgG;AstraZeneca;Direct conjugation;Phase 2;Academic/Hospital;2019.0;Immune checkpoint;Full-length IgG;PET;Siderophore chelator
NCT05279027;Zr-89-crefmirlimab berdoxam;Minibody;Crefmirlimab berdoxam;CD8;Zr-89;DFO;Direct conjugation;Diagnostic;ImaginAb, Inc.;Diagnostic;HIGH;HIGH;HIGH;HIGH;HIGH;;;HIGH;HIGH;This is a diagnostic immunoPET imaging study, not therapeutic RIT. Zr-89 is used for PET/CT imaging to assess CD8+ T-cell infiltration as a biomarker for response to immunotherapy (pembrolizumab) plus hydroxychloroquine in melanoma patients. The anti-CD8 minibody format is explicitly stated in the official title. ImaginAb is listed as a collaborator and is known for developing CD8-targeted imaging agents. Chelator not specified but likely DFO (desferrioxamine) which is standard for Zr-89 labeling of antibodies. This is a companion imaging study to evaluate response, not a therapeutic intervention. | WEB ENRICHMENT: Both articles mention 89Zr-crefmirlimab berdoxam but neither provides specific information about the chelator or linker technology used to conjugate the Zr-89 radioisotope to the minibody. Article 1 (PMID:40448685) describes it as an immuno-imaging probe for CD8+ T cells. Article 2 (PMID:37334384) reports its clinical use in PET/CT imaging but does not discuss technical conjugation details. No chelator or linker information could be extracted from the provided abstracts. | WEB SEARCH ENRICHMENT: Chelator DFO confirmed from INN name: berdoxam is the INN for the DFO chelator moiety in crefmirlimab berdoxam. Direct conjugation is standard for DFO-NHS ester to antibody lysines.;llm_extracted;https://go.drugbank.com/drugs/DB19157;EARLY_PHASE1;Abramson Cancer Center at Penn Medicine;OTHER;COMPLETED;2022-03-08;2022-03-15;6.0;United States;Melanoma (Skin);;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT05279027;CD8;crefmirlimab;Zr-89;DFO;Minibody;ImaginAb;Direct conjugation;Early Phase 1;Academic/Hospital;2022.0;Immune cell imaging marker;Small Ab-derived scaffold;PET;Siderophore chelator
NCT04659031;;;;;;;;;;No;;;;;;;;;;False positive - not RIT. ABC008 is being studied for Inclusion Body Myositis (IBM), a neuromuscular disease. No mention of radiolabeling, radioisotopes, or any radiation component. This appears to be a non-radioactive antibody or biological therapy. The trial involves single ascending dose (SAD) and multiple ascending dose (MAD) studies typical of conventional biologics, not radiopharmaceuticals.;llm_extracted;;PHASE1;Abcuro, Inc.;INDUSTRY;COMPLETED;2021-05-25;2020-12-09;19.0;Australia;Inclusion Body Myositis;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT04659031;;;;;;;;Phase 1;Industry;2021.0;;;;
NCT05532046;;;;;;;;;;No;;;;;;;;;;False positive. BAY2413555 is a small molecule drug for chronic heart failure, administered as an oral tablet. No antibody component, no radiolabeling, and no radiopharmaceutical characteristics. This is a cardiovascular pharmacology trial testing a novel compound's safety and cardiac effects in heart failure patients with implanted cardiac devices (ICD/CRT). Not relevant to radioimmunotherapy.;llm_extracted;;PHASE1;Bayer;INDUSTRY;TERMINATED;2022-09-20;2022-09-08;22.0;Denmark, Germany, Israel, Italy, Spain, United States;Chronic Heart Failure;2021-005751-36;;EUDRACT_NUMBER:2021-005751-36;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT05532046;;;;;;;;Phase 1;Industry;2022.0;;;;
NCT03507452;BAY2287411;Full-length IgG;Anetumab;Mesothelin;Th-227;3,2-HOPO;Direct conjugation;Therapeutic;Bayer;Yes;HIGH;MEDIUM;;HIGH;HIGH;;LOW;HIGH;HIGH;First-in-human study of Th-227 labeled antibody-chelator conjugate targeting mesothelin. Th-227 is an alpha-emitter with therapeutic intent. The trial description explicitly states 'Thorium-227 Labeled Antibody-chelator Conjugate' confirming RIT status. Mesothelin is a well-validated target for mesothelioma, ovarian cancer, and pancreatic cancer. Specific antibody name and chelator chemistry not disclosed in trial record - likely proprietary at this early stage. Antibody format assumed to be full-length IgG based on typical industry practice for targeted alpha therapy, though fragment could be possible. Bayer is the sponsor and asset owner. This represents an emerging class of alpha-emitting RIT agents. | WEB ENRICHMENT: All fields extracted from PMC full-text papers that explicitly cite NCT03507452. PMID:34014767 and PMID:41270699 both cite this trial's NCT ID directly. Target antigen confirmed as Mesothelin (MSLN) across all sources. Radioisotope confirmed as thorium-227 (Th-227). Chelator confirmed as 3,2-HOPO (3,2-hydroxypyridinone, also called corixetan). Antibody name confirmed as anetumab (BAY 86-1903). Antibody format confirmed as fully human monoclonal antibody (Full-length IgG). Asset owner confirmed as Bayer. Linker technology confirmed as direct covalent conjugation of chelator to antibody. PMID:41270699 describes BAY 2287411 as 227Th-anetumab corixetan, explicitly naming the antibody (anetumab) and chelator (corixetan/3,2-HOPO). All extractions match known ClinicalTrials.gov values, confirming consistency.;llm_extracted;PMID:34014767|PMID:31064781|PMID:41270699;PHASE1;Bayer;INDUSTRY;COMPLETED;2018-06-13;2018-04-25;36.0;Finland, Netherlands, Sweden, United Kingdom, United States;Advanced Recurrent Malignant Pleural Epithelioid Mesothelioma, Advanced Recurrent Malignant Peritoneal Epithelioid Mesothelioma, Advanced Recurrent Serous Ovarian Cancer, Advanced Pancreatic Ductal Adenocarcinoma (Optional, Dose Expansion, Not Initiated);2017-004052-29;;EUDRACT_NUMBER:2017-004052-29;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT03507452;Mesothelin;Anetumab;Th-227;3,2-HOPO;Full-length IgG;Bayer;Direct conjugation;Phase 1;Industry;2018.0;Other tumor surface antigen;Full-length IgG;Alpha emitter;Macrocyclic chelator
NCT03724747;BAY2315497;Full-length IgG;pelgifatamab;PSMA;Th-227;3,2-HOPO;Direct conjugation;Therapeutic;Bayer;Yes;HIGH;MEDIUM;;HIGH;HIGH;;MEDIUM;HIGH;HIGH;"First-in-human study of thorium-227 labeled anti-PSMA antibody for mCRPC. Th-227 is an alpha-emitting isotope offering targeted alpha therapy. The intervention describes three components: the PSMA-specific mAb, the mAb-chelator conjugate, and the Th-227 labeled conjugate, but the specific chelator chemistry is not disclosed. This is a Bayer asset tested alone and in combination with darolutamide (androgen receptor inhibitor). Antibody format inferred as full-length IgG based on 'monoclonal antibody' terminology; specific antibody name not provided in trial description. Linker technology assumed to be direct conjugation but specific method not stated. | WEB ENRICHMENT: Chelator explicitly stated as 3,2-HOPO in the abstract describing PSMA-TTC (BAY 2315497). The article directly references the clinical trial NCT03724747, providing high confidence linkage. Antibody_Name remains undisclosed - the article only refers to 'a fully human PSMA-targeting antibody' without providing a specific antibody name. | WEB SEARCH ENRICHMENT: BAY2315497 = thorium-227 pelgifatamab corixetan. Pelgifatamab is the INN for the anti-PSMA monoclonal antibody. Confirmed via NCI Drug Dictionary.";llm_extracted;https://www.cancer.gov/publications/dictionaries/cancer-drug/def/thorium-th-227-pelgifatamab-corixetan|https://www.adcreview.com/drugmap/pelgifatamab-corixetan-bay-2315497-psma-ttc/;PHASE1;Bayer;INDUSTRY;COMPLETED;2018-12-18;2018-10-30;63.0;Finland, United Kingdom, United States;Metastatic Castration Resistant Prostate Cancer (mCRPC);2018-001490-25;;EUDRACT_NUMBER:2018-001490-25;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT03724747;PSMA;pelgifatamab;Th-227;3,2-HOPO;Full-length IgG;Bayer;Direct conjugation;Phase 1;Industry;2018.0;Tissue-restricted tumor antigen;Full-length IgG;Alpha emitter;Macrocyclic chelator
NCT04147819;BAY2701439;Full-length IgG;trastuzumab;HER2;Th-227;3,2-HOPO;Direct conjugation;Therapeutic;Bayer;Yes;HIGH;MEDIUM;;HIGH;HIGH;;MEDIUM;HIGH;HIGH;"Novel targeted alpha therapy using thorium-227, an alpha-emitting radioisotope with short tissue penetration range. Description states 'Thorium-227 Labeled Antibody-chelator Conjugate' confirming antibody-based RIT. HER2 is a well-validated target in breast and gastric cancers. Th-227 emits alpha particles expected to cause localized tumor cell death while sparing surrounding tissue. First-in-human study. Specific chelator not disclosed in trial description but antibody-chelator conjugate format is confirmed. Treatment cycle is 6 weeks with maximum 6 administrations. Bayer is sponsor and asset owner. | WEB ENRICHMENT: PMID:36457575 (PMC9705365) explicitly cites NCT04147819 and describes BAY2701439 as a HER2-thorium-227 targeted conjugate (TTC) combining thorium-227, a HER2-targeting antibody, and a chelator molecule. Target (HER2) and radioisotope (Th-227) are clearly stated. The paper mentions 'a chelator molecule that strongly attaches the thorium-227 to the antibody' but does not specify which chelator (e.g., CHX-A''-DTPA, DOTA). Linker technology is described as direct attachment via chelator but no detailed mechanism is given. Antibody name is not disclosed (only referred to as 'the antibody targeting HER2'). Antibody format is inferred as full-length IgG from context (TTC approach typically uses full antibodies). Asset owner confirmed as Bayer via trial sponsor information in the paper. | WEB SEARCH ENRICHMENT: BAY2701439 = thorium-227 trastuzumab corixetan. Trastuzumab is the antibody component; 3,2-HOPO (corixetan) is the chelator. Confirmed NCI Drug Dictionary + ADC Review.";llm_extracted;https://www.cancer.gov/publications/dictionaries/cancer-drug/def/thorium-th-227-trastuzumab-corixetan|https://www.adcreview.com/drugmap/trastuzumab-corixetan-bay-2635190/;PHASE1;Bayer;INDUSTRY;COMPLETED;2020-07-02;2019-11-01;14.0;United Kingdom, United States;Cancers With HER2 Expression;2019-001741-40;;EUDRACT_NUMBER:2019-001741-40;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT04147819;HER2;trastuzumab;Th-227;3,2-HOPO;Full-length IgG;Bayer;Direct conjugation;Phase 1;Industry;2020.0;RTK;Full-length IgG;Alpha emitter;Macrocyclic chelator
NCT05892393;[89Zr]DFO-YS5;Full-length IgG;YS5;CD46;Zr-89;DFO;Direct conjugation;Diagnostic;Robert Flavell, MD, PhD / University of California, San Francisco;Diagnostic;HIGH;MEDIUM;HIGH;HIGH;HIGH;HIGH;MEDIUM;HIGH;MEDIUM;Diagnostic immunoPET imaging study using Zr-89-labeled antibody YS5 targeting CD46 for multiple myeloma detection. This is a pilot imaging study comparing [89Zr]DFO-YS5 PET to standard 18F-FDG PET. CD46 is a complement regulatory protein overexpressed in multiple myeloma. The study includes dosimetry calculations and evaluation of tumor heterogeneity. YS5 antibody format inferred as full-length IgG based on typical immunoPET agents, though not explicitly stated. Lead sponsor is Robert Flavell from UCSF based on typical academic trial structure.;llm_extracted;;PHASE1;Robert Flavell, MD, PhD;OTHER;RECRUITING;2023-06-16;2023-06-07;20.0;United States;Multiple Myeloma, Plasma Cell Myeloma;;;REGISTRY:NCI-2023-04068 | NIH:R01CA271606;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT05892393;CD46;YS5;Zr-89;DFO;Full-length IgG;Robert Flavell, MD, PhD / University of California, San Francisco;Direct conjugation;Phase 1;Academic/Hospital;2023.0;Other tumor surface antigen;Full-length IgG;PET;Siderophore chelator
NCT06143579;;;;;;;;;;No;;;;;;;;;;False positive: This trial involves hepatic arterial infusion chemotherapy (HAIC) with FOLFOX combined with Lenvatinib (TKI) and Envolizumab (PD-L1 antibody) for hepatocellular carcinoma. While it contains an antibody component (Envolizumab, an unconjugated PD-L1 antibody) and uses the term HAIC, this is NOT radioimmunotherapy. HAIC refers to hepatic arterial infusion chemotherapy (delivering conventional chemotherapy drugs via hepatic artery), not radiolabeled antibodies. The trial uses standard chemotherapy (oxaliplatin, leucovorin, fluorouracil) plus a tyrosine kinase inhibitor and an immune checkpoint inhibitor. No radioisotope or radiolabeled antibody is involved.;llm_extracted;;PHASE2;Sun Yat-sen University;OTHER;NOT_YET_RECRUITING;2023-12-15;2023-11-22;48.0;;Potentially Resectable Hepatocellular Carcinoma;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT06143579;;;;;;;;Phase 2;Academic/Hospital;2023.0;;;;
NCT05448820;;;;;;;;;;No;;;;;;;;;;False positive - not RIT. This trial tests immune checkpoint inhibitors (YH001 anti-CTLA-4 + envafolimab anti-PD-L1) with or without chemotherapy (doxorubicin). No radiolabeled antibody component. The antibodies are unconjugated immunotherapy agents, and doxorubicin is standard chemotherapy, not a radiopharmaceutical.;llm_extracted;;PHASE1, PHASE2;Tracon Pharmaceuticals Inc.;INDUSTRY;UNKNOWN;2022-11-14;2022-07-07;15.0;United States;Advanced Sarcoma, Metastatic Sarcoma, Soft Tissue Sarcoma;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT05448820;;;;;;;;Phase 1/2;Industry;2022.0;;;;
NCT02827968;KN035;Full-length IgG;KN035;PD-L1;;;;;3D Medicines (Sichuan) Co., Ltd.;No;HIGH;MEDIUM;HIGH;HIGH;;;;;HIGH;False positive - This is an unconjugated anti-PD-L1 checkpoint inhibitor antibody for subcutaneous injection. No radioisotope component. This is an immunotherapy agent, not a radioimmunotherapy (RIT) agent. The antibody is used in its unlabeled form to block the PD-L1/PD-1 immune checkpoint pathway.;llm_extracted;;PHASE1;3D Medicines (Sichuan) Co., Ltd.;INDUSTRY;COMPLETED;2017-01-13;2016-07-11;28.0;United States;Solid Tumors;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT02827968;PD-L1;KN035;;;Full-length IgG;3D Medicines (Sichuan) Co., Ltd.;;Phase 1;Industry;2017.0;Immune checkpoint;Full-length IgG;;
NCT04891198;;;;;;;;;;No;;;;;;;;;;False positive: This trial involves ENVAFOLIMAB, which is a PD-L1 checkpoint inhibitor antibody, NOT a radioimmunotherapy (RIT) agent. It is an unconjugated therapeutic antibody delivered by subcutaneous injection (400 mg every 4 weeks). There is no radioisotope conjugation, no chelator, and no radiation component. This is immunotherapy, not RIT. The trial focuses on tumor mutational burden (TMB) as a biomarker for response to checkpoint inhibition.;llm_extracted;;PHASE2;3D Medicines (Sichuan) Co., Ltd.;INDUSTRY;RECRUITING;2021-08-06;2021-05-18;126.0;China;Solid Tumor;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT04891198;;;;;;;;Phase 2;Industry;2021.0;;;;
NCT03101488;;;;;;;;;;No;;;;;;;;;;False positive. KN035 is an unconjugated monoclonal antibody (anti-PD-L1 checkpoint inhibitor) administered via subcutaneous injection. No radioisotope component mentioned. This is an immunotherapy trial, not radioimmunotherapy. The antibody is not radiolabeled and does not involve any radioactive component.;llm_extracted;;PHASE1;3D Medicines (Sichuan) Co., Ltd.;INDUSTRY;COMPLETED;2017-03-21;2017-04-05;287.0;China;Solid Tumors;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT03101488;;;;;;;;Phase 1;Industry;2017.0;;;;
NCT05068427;;;;;;;;;;No;;;;;;;;;;This is a false positive. The trial tests Chidamide (an HDAC inhibitor) combined with Envafolimab (an unconjugated PD-L1 antibody for immunotherapy). Neither drug is a radiolabeled antibody. This is an immunotherapy combination trial, not radioimmunotherapy. No radioisotope is involved.;llm_extracted;;PHASE2;Chipscreen Biosciences, Ltd.;INDUSTRY;COMPLETED;2021-11-23;2021-10-05;34.0;China;Non Small Cell Lung Cancer;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT05068427;;;;;;;;Phase 2;Industry;2021.0;;;;
NCT06019468;;;;;;;;;;No;;;;;;;;;;False positive: This is an external beam radiation therapy (EBRT) study combined with an unconjugated immunotherapy agent (Envolizumab, likely an anti-PD-L1 antibody). The radiation therapy (20-40Gy in 10-20 fractions) is delivered externally, not as a radiopharmaceutical. Envolizumab is administered separately via subcutaneous injection and is not radiolabeled. This matches the false positive pattern of 'External beam radiation + antibody combination' where the antibody and radiation are separate treatments, not a conjugate.;llm_extracted;;PHASE2;Shanghai Pulmonary Hospital, Shanghai, China;OTHER;UNKNOWN;2023-09-04;2023-08-31;25.0;China;Thymic Carcinoma;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT06019468;;;;;;;;Phase 2;Academic/Hospital;2023.0;;;;
NCT03667170;KN035;;;;;;;;;No;HIGH;;;;;;;;;False positive - Not a radioimmunotherapy. KN035 is an anti-PD-L1 antibody administered via subcutaneous injection for cancer immunotherapy. This is an unconjugated checkpoint inhibitor antibody with no radioisotope component. The trial compares it to pembrolizumab/nivolumab (also unconjugated PD-1 antibodies) in dMMR/MSI-H solid tumors. No radiation therapy or radiolabeling involved.;llm_extracted;;PHASE2;3D Medicines (Sichuan) Co., Ltd.;INDUSTRY;RECRUITING;2018-08-22;2018-09-12;200.0;China;Solid Tumor;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT03667170;;;;;;;;Phase 2;Industry;2018.0;;;;
NCT06123754;;;;;;;;;;No;;;;;;;;;;False positive - Not RIT. Envafolimab is a PD-L1 blocking antibody (checkpoint inhibitor) used as immunotherapy, not a radiolabeled antibody. This is a neoadjuvant/adjuvant checkpoint inhibitor trial combined with platinum-based chemotherapy for resectable NSCLC. No radioisotope conjugation involved. The trial tests unconjugated antibody immunotherapy in combination with chemotherapy before and after surgery.;llm_extracted;;PHASE3;3D Medicines (Sichuan) Co., Ltd.;INDUSTRY;RECRUITING;2023-11-17;2023-11-09;390.0;China;Non-small Cell Lung Cancer;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT06123754;;;;;;;;Phase 3;Industry;2023.0;;;;
NCT05112991;;;;;;;;;;No;;;;;;;;;;False positive: This trial tests Envafolimab (a PD-L1 checkpoint inhibitor antibody) combined with Lenvatinib (a tyrosine kinase inhibitor). Neither agent is radiolabeled. Envafolimab is an unconjugated antibody used for immunotherapy, not radioimmunotherapy. Lenvatinib is a small-molecule TKI. No radioisotope, chelator, or radiolabeling is mentioned. This is standard immune checkpoint therapy, not RIT.;llm_extracted;;PHASE2;3D Medicines (Sichuan) Co., Ltd.;INDUSTRY;RECRUITING;2022-03-04;2021-11-09;108.0;China;Advanced Endometrial Cancer;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT05112991;;;;;;;;Phase 2;Industry;2022.0;;;;
NCT03478488;;;;;;;;;;No;;;;;;;;;;False positive. KN035 is a PD-L1 immune checkpoint inhibitor (non-radiolabeled antibody) combined with chemotherapy (gemcitabine and oxaliplatin). This is an immunotherapy trial for biliary tract cancer, not a radioimmunotherapy trial. No radioisotope is involved. The trial matched search criteria likely due to keywords related to antibody-based therapy, but it does not involve radiolabeling.;llm_extracted;;PHASE3;3D Medicines (Sichuan) Co., Ltd.;INDUSTRY;ACTIVE_NOT_RECRUITING;2018-04-16;2018-03-27;480.0;China;Biliary Tract Neoplasms;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT03478488;;;;;;;;Phase 3;Industry;2018.0;;;;
NCT05969847;;;;;;;;;;No;;;;;;;;;;False positive: This trial involves external beam radiation therapy (split-course hypofraction radiotherapy, 5x7Gy) combined with chemotherapy (CAPOX: oxaliplatin + capecitabine) and immunotherapy (Envafolimab, a PD-L1 inhibitor administered by subcutaneous injection). Envafolimab is an unconjugated checkpoint inhibitor antibody, not a radiolabeled antibody. The radiation component is external beam radiotherapy, not a radiopharmaceutical. This is a combination trial of external radiation + chemotherapy + immunotherapy for locally advanced rectal cancer, followed by organ-preserving local excision. No antibody-based radiopharmaceutical is involved.;llm_extracted;;PHASE2;池畔;OTHER;NOT_YET_RECRUITING;2023-08-15;2023-08-01;72.0;China;Rectal Cancer;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT05969847;;;;;;;;Phase 2;Academic/Hospital;2023.0;;;;
NCT04034823;;;;;;;;;;No;;;;;;;;;;False positive: This is NOT a radioimmunotherapy trial. KN035 is an unconjugated single-domain PD-L1 antibody used for immune checkpoint blockade. The trial combines KN035 with trastuzumab (unconjugated anti-HER2 antibody) and docetaxel (chemotherapy). No radioisotope is involved. This is a standard immunotherapy + targeted therapy + chemotherapy combination for HER2-positive breast cancer.;llm_extracted;;PHASE2;Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University;OTHER;UNKNOWN;2019-09-01;2019-07-26;59.0;;HER2-positive Breast Cancer;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT04034823;;;;;;;;Phase 2;Academic/Hospital;2019.0;;;;
NCT05330143;;;;;;;;;;No;;;;;;;;;;False positive - Not RIT. ASC22 is an unconjugated antibody (likely anti-PD-L1 checkpoint inhibitor) tested in combination with antiretroviral therapy for HIV-1 infection. No radioisotope component. The trial involves immunotherapy for HIV, not radioimmunotherapy for cancer or other conditions.;llm_extracted;;PHASE2;Ascletis Pharmaceuticals Co., Ltd.;INDUSTRY;COMPLETED;2022-06-28;2022-04-15;19.0;China;HIV-1-infection, HIV Infections, PD-L1 Gene Mutation;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT05330143;;;;;;;;Phase 2;Industry;2022.0;;;;
